Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/29/2023 9:13:37,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Ingin kembali mengingat masa masa idoling dan adanya generasi baru ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Clip Theater JKT48,Tidak ada ,,,,,,,,,,,,,,,
12/29/2023 9:13:47,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,karena di ajak teman alias penasaran sama jkt48,Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,.,,,,,,,,,,,,,,,
12/29/2023 9:13:54,tahun 2022,Perempuan,26-30 tahun,Fans near,Bekerja,Iya,Twitter,"Baru tau JKT48 di Juni 2022 dari klip di TikTok yg Sisca nyanyi Pesawat Kertas. Setelah itu FYP ku jadi banyak ttg jeketi, akhirnya coba kepoin mereka. Aku bukan tipe orang yg ngidol kpop dsb, tapi ngidol jeketi seseru itu. Secara performance mereka bagus, ngikutin kehidupan sehari2 membernya juga seru, dan lagu2 jg enak2 ternyata. ",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:14:15,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Alasan kembali menjadi fans adalah karena saya tertarik saat melihat cuplikan video konser anniv 10th jkt48 di twitter,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:14:15,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Pengumuman grad shani,< Rp 500.000,Birthday T-shirt,Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:14:15,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Sering nge liat clip streaming Theater, trus nonton theater lewat reply YouTube, trus nge liat mereka kok kyk punya keunikan sendiri, pesona sendiri sampe akhirnya berakhir ngidolin mereka.",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:14:45,tahun 2021,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karna shani,> Rp 2.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,ga ada,,,,,,,,,,,,,,,
12/29/2023 9:14:54,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,"Tertarik untuk mengikuti kembali setelah melihat konten2 tiktok (potongan teater, SR, dsb)",< Rp 500.000,"Theater, Streaming Theater, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:14:59,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Awalnya sih karena pandemi, lalu tiba tiba banyak muncul clip"" jkt. Jadinya kembali ngidol",< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:15:05,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Twitter,sebenarnya sih gua balik era rapsodi.,< Rp 500.000,"2-Shot, Meet and Greet, Tiket event off-air atau on-air",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:15:27,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Teman atau lingkungan sekitar yang ,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Twitter terkait JKT48,"Mindam random, rangga pranendra, dll. Alasannya jelas, kontennya terkait JKT48 ",,,,,,,,,,,,,,,
12/29/2023 9:15:29,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Karena sebaran konten di media sosial, apalagi saat itu masa masa covid yang rata rata mengharuskan untuk wfh",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Tiket Konser",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 9:15:54,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Melihat keramaian saat tour 2023, membuat saya ingin mengetahui lebih dalam tentang jkt48. ",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 9:17:13,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Kerena jenuh menghadapi hari hari yang membosankan,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:17:22,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Konten tiktok Azizi berseliweran,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:17:26,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Suka mendengarkan lagu JKT48, menyukai perform member saat di teater maupun event off air, suka chant fans saat member perform",< Rp 500.000,Streaming Theater,Twitter terkait JKT48,"Bukan utama tapi salah satu yang menginfluence untuk mendalami JKT48 , Mindam Random karena kontennya yang informatif tapi dibungkus dengan gimik yang lucu ",,,,,,,,,,,,,,,
12/29/2023 9:19:18,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Dari tahun 2020 disitu saya masih belum menjadi wota, cuman dengar² lagu aja sih. Lagu nya tersebut cuman Fortune cookie, rapsodi, sama sweet and butter. Nah dari tahun 2022 karena Marsha, dan jadilah wota.",Rp 500.000 - 1.000.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:19:41,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karena meme freya,< Rp 500.000,Video Call with JKT48,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:19:43,tahun 2022,Perempuan,15-20 tahun,Fans near,Bekerja,Iya,Twitter,penasaran ,< Rp 500.000,"Streaming Theater, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 9:21:33,tahun 2021,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"keingat waktu itu terlintas kepikiran jkt48, lalu saya mencari sosmed dll nya... dan clip apanya lupa jadi saya cari tau terus menerus karena merasa jkt48 bisa jadi tempat untuk menghibur diri sendiri dikala ribet nya perkuliahan hehe maka dari itu saya menjadi fjkt48 ",< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:21:38,tahun 2021,Perempuan,15-20 tahun,Fans far,Bekerja,Tidak,Twitter,.. ,< Rp 500.000,Video Call with JKT48,Konten Tiktok Terkait JKT48,Freya,,,,,,,,,,,,,,,
12/29/2023 9:22:20,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Pandemi,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air",Streamer,Rangga Pranendra. Coveran lagu JKT48,,,,,,,,,,,,,,,
12/29/2023 9:22:33,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,mendapatkan energi positif yg memotivasi untuk terus bergerak ke arah yang lebih baik ,< Rp 500.000,"Video Call with JKT48, 2-Shot, Meet and Greet, Tiket Konser",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:22:46,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Mencari hiburan,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:22:53,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Tidak,Twitter,Shani graduation,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:22:57,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,MV Flying High,< Rp 500.000,Tiket event off-air atau on-air,Lainnya,mindam Random,,,,,,,,,,,,,,,
12/29/2023 9:23:00,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,10th anniversary concert,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 9:23:06,tahun 2021,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Mulai ngestand era rapsodi, pas restrukturisasi makin  sayang sm grup ini",< Rp 500.000,"Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 9:24:35,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Lagunya,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,"Windah, karena pernah ngundang Gita, Kathrina dan Jesslyn",,,,,,,,,,,,,,,
12/29/2023 9:24:38,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Bekerja,Tidak,Tiktok,"Gue dari penggemar standup comedy dan penonton streamer (Dean, Windah, Upi)

Ya gue cari hiburan yg kocak ngakak, muncullah SJW48 terus biar ngerti konteks jokes nya gue riset Jeketi-nya juga kan (nonton sambil pause) terus ga brp lama muncul ""Kau Pikir Aku akan Menghilang Gita"" di YouTube Shorts, kocak banget dan terus mulai riset dan ketemu sama MC-nya Olla yang ternyata lebih gerrr lagi, gue cuma suka nonton MC-nya sih btw

Nontonin reactionnya Dean juga seru",< Rp 500.000,Merchandise Lainnya,Streamer,"1. Windah, praktis karena charity 2. Dean, karena kocak aja dia yg jadi 'tameng' gue yg ga pengen ketahuan suka jeketi",,,,,,,,,,,,,,,
12/29/2023 9:26:10,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,hiburan di kala wfh,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:26:11,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,10th anniversary concert HEAVEN (Comeback stage gen 1) ,< Rp 500.000,"Streaming Theater, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:26:14,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena putus cinta dan aku berusaha move on, aku mencari hiburan dan kesenangan ",< Rp 500.000,"Video Call with JKT48, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:26:31,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Karena tertarik ,< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,Windah Basudara ketika Acara Charity mengundang member JKT48 ,,,,,,,,,,,,,,,
12/29/2023 9:26:34,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Lagu2nya banyak yang enak dan easy listening, adanya oshi baru buat diidolain",< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:26:55,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,penasaran ,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 9:27:14,tahun 2022,Perempuan,26-30 tahun,Fans far,Bekerja,Iya,Twitter,"konser Heaven, seperti pulang ke rumah",Rp 1.000.001 - 1.500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Lainnya,-,,,,,,,,,,,,,,,
12/29/2023 9:27:43,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Bekerja,Tidak,Twitter,"Pertama dari oshi. Oshi pertama gw yaitu Christy, pada saat itu(2022) gw belum terlalu masuk kedalam dunia peridolan ini, masi sebatas liat di tiktok. And then 2022 akhir gw kepincut sama Giselle dan terjadilah oshihen. Pada saat itu lagi"" gw belum bikin akun Twitter karna masi belum ingin terjun ke dunia idol. Lalu selanjutnya tiba"" jeketi ngeluarin SPV Oshibe dan trending pada saat itu. Nah waktu Oshibe lagi rame, pada saat itu juga gw makin kepincut sama jeketi. Singkatnya di bulan Mei sesudah perilisan MV Ponitail, gw lagi asik scroll ig tiba"" di timeline gw ada foto cewe yang sekilas mirip ama Zee, pas gw liat nama akunnya jkt48.Flora, waduh member jeketi nih kata gw(pada saat itu gw blom kenal sama semua member jeketi, taunya yang terkenal doang kaya Zee, Christy, Marsha. Gw tau Giselle gara"" diracuni temen gw) trus gw cari tau lebih dalam tentang nona tumbuhan ini, ternyata dia orangnya unik juga ya, lalu pada saat itu terjadilah oshihen lagi dari Giselle(waktu dia resign gw masih oshiin dia alias blom bisa moveon😭) ke Flora. Udah deh itu awal mula gw kenal jeketi ampe skrng.
Lalu berlanjut dengerin lagu"" nya, terus hapalin chant"" nya wkwkkw, follow semua akun member, akun wota seleb kaya kakak Bay wkwkwkwk. Ya begitulah, maaf kalo ceritanya kepanjangan dan kurang jelas, karna gw kurang bisa merangkai kata kata hehe.",< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,Gaada kak. Aku wota jalur vt Christy Universe,,,,,,,,,,,,,,,
12/29/2023 9:27:46,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Tempat melepas stress saat skripsi, pasca covid, usaha mencari kerja, dll.",< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 9:27:50,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Awal lagu FH dan rapsodi yang baru ngeh ini lagu JKT48 namanya algoritma sosmed tetiba muncul beberapa SR jkt seperti zee christy lah oniel adel sampe dititik dimana ""dulu cuma denger denger lagu mereka di tv kayanya udah waktunya mulai fjkt lagi"" disitu titik gw sendiri mulai ngepoin jkt lebih lanjut",> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Saya tidak jawab streamer tapi belakangan ini gw ngecek konten robby ada POV vc dengan member A/b/c itu menurut gw sendiri membantu rasa penasaran sebelum mencoba VC ke member bersangkutan ,,,,,,,,,,,,,,,
12/29/2023 9:28:22,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Gabut,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 9:28:39,tahun 2021,Perempuan,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Awal kenal jkt48 tahun 2020 pertama kali dengerin lagu nya lama kelamaan pengen tahu gimana si jkt48 itu dan akhirnya tertarik buat ngikutin jkt48 dan karna ada member yg bisa bikin tertarik juga waktu itu sampe skrng suka jkt48 ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 9:29:58,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,menemukan oshi baru,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:30:05,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Pertama saya suka kelucuan mereka karena saya tertarik dari konten tiktok. Kedua karena lagu-lagunya yang menarik.,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 9:30:18,tahun 2023,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"Karena abis ngelihat video tiktok ci Shani ngumumin grad, terus kepo sama member new era",< Rp 500.000,Tiket event off-air atau on-air,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 9:31:14,tahun 2022,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"1. Sisca yang nyanyi pesawat kertas di teater fyp di tiktok saya. 
2. Konser heaven yang fyp di tiktok saya.  
3. Konten tiktok (cishani bilang makasih ke semua ex member/member after konser heaven) ",< Rp 500.000,"Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:31:21,tahun 2022,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,VT member yang lewat fyp,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:31:31,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Summer festival, dan kebetulan lagi di titik terendah. Jadi, sekalian jadi pelarian dan penyemangat hidup",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,"Windah basudara, waktu konten charity sama atin, jesslyn, gita. Saat itu ada sedikit terbuka lagi ke jkt tapi blum sampe ngikutin.",,,,,,,,,,,,,,,
12/29/2023 9:31:57,tahun 2023,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"awalnya dari temen kpopers yg selalu bahas jkt di twitter sekitaran juni-juli, terus ikut kepo dan berkesempatan bisa hadir pas mereka ada konser festival di daerah tempat tinggal. puncaknya pas shani mengumumkan grad disitulah yakin mau jadi fans jkt48 dan oshiin cishani walupun dia udah mengumumkan graduation.",< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air",Festival musik yang mengundang JKT48,tidak ada.,,,,,,,,,,,,,,,
12/29/2023 9:32:03,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Banyak hiburan yang diberikan oleh JKT48,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 9:32:06,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Mulai aktif menjadi fjkt48 karena salah satu member yang viral ,< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,"Gak ada, palingbang windah itu pun tipis ",,,,,,,,,,,,,,,
12/29/2023 9:33:04,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Tiktok,MV Rapsodi dan Video TikTok,< Rp 500.000,"Theater, Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:34:01,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Kebetulan sudah suka lagu nya lebih dulu, kemudian muncul clip thater ci eril di fyp tiktok yang buat masuk lebih dalam",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Clip Theater JKT48,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 9:34:27,tahun 2022,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karena gampang untuk ditemui,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:34:35,tahun 2021,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,Butuh hiburan,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:34:42,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena waktu itu penasaran setelah mendengar jkt48 dari teman saya sehingga setelahnya saya mencari tahu sendiri dan akhirnya menjadi fans jkt48,< Rp 500.000,"Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket Konser",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:34:47,tahun 2023,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,awalnya karena lihat konten konten JKT48 yg fyp di tiktok setelah sering liat kok semakin seru hingga akhirnya dengerin lagi lagu lagu JKT48 baik lagu yg lama maupun yg baru. Ternyata masih hafal juga lagu lagu JKT48 yg lama wkwkwk,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:34:59,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,merasa senang saat mengenal atau ikut event JKT48,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:35:06,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karena pas masa covid itu saya butuh kesenangan,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,saya suka bukan dari streamer,,,,,,,,,,,,,,,
12/29/2023 9:35:07,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,mungkin dikarenakan ingin mengetahui lebih dalam tentang JKT48 ,Rp 500.000 - 1.000.000,"Theater, 2-Shot, Tiket Konser",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 9:35:16,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Setelah melihat Ara dan Gaby di acara Gemesh di tiktok. Lalu memulai catch-up dan menghafal member-member gen 4 dst.,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt",Konten Clip Theater JKT48,"dulu tidak ada krn wktu itu streamer fjkt48 tidak seramai sekarang. Tapi setelah comeback jadi fjkt tahun 2021, yang paling menginfluence adalah Rangga Pranendra dan Mindam Random (Honorable mention, Rookie Boom).",,,,,,,,,,,,,,,
